Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
Andrew Castle	Male	1963	1988 Summer Olympics	Tennis	Doubles, Men	Olympic	Jeremy Bates	=17		Great Britain
Andrew Castle	Male	1963	1992 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Great Britain
Andrew Castle	Male	1963	1992 Summer Olympics	Tennis	Doubles, Men	Olympic	Chris Wilkinson	=17		Great Britain
Clement Cazalet	Male	1869	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	Charles Dixon	3	Bronze	Great Britain
Xinhua Chen	Male	1960	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Great Britain
Alan Cooke	Male	1966	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Great Britain
Alan Cooke	Male	1966	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Carl Prean	=13		Great Britain
Alan Cooke	Male	1966	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Carl Prean	=9		Great Britain
Walter Crawley	Male	1880	1908 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Great Britain
Walter Crawley	Male	1880	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	Kenneth Powell	=4		Great Britain
Charles Dixon	Male	1873	1908 Summer Olympics	Tennis	Singles, Men	Olympic		=5		Great Britain
Charles Dixon	Male	1873	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	Clement Cazalet	3	Bronze	Great Britain
Charles Dixon	Male	1873	1912 Summer Olympics	Tennis	Doubles, Covered Courts, Mixed	Olympic	Edith Hannam	1	Gold	Great Britain
Charles Dixon	Male	1873	1912 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		2	Silver	Great Britain
Charles Dixon	Male	1873	1912 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	Alfred Beamish	3	Bronze	Great Britain
Laurie Doherty	Male	1875	1900 Summer Olympics	Tennis	Singles, Men	Olympic		1	Gold	Great Britain
Laurie Doherty	Male	1875	1900 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Marion Jones	=3	Bronze	Great Britain
Laurie Doherty	Male	1875	1900 Summer Olympics	Tennis	Doubles, Men	Olympic	Reggie Doherty	1	Gold	Great Britain
Laurie Doherty	Male	1875	1900 Summer Olympics	Tennis	Doubles, Handicap, Mixed	Olympic (non-medal)	Marion Jones	=3		Great Britain
Laurie Doherty	Male	1875	1908 Summer Olympics	Tennis	Singles, Men	Olympic		DNS		Great Britain
Reggie Doherty	Male	1872	1900 Summer Olympics	Tennis	Singles, Men	Olympic		=3	Bronze	Great Britain
Reggie Doherty	Male	1872	1900 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Charlotte Cooper	1	Gold	Great Britain
Reggie Doherty	Male	1872	1900 Summer Olympics	Tennis	Doubles, Men	Olympic	Laurie Doherty	1	Gold	Great Britain
Reggie Doherty	Male	1872	1900 Summer Olympics	Tennis	Singles, Handicap, Men	Olympic (non-medal)		2		Great Britain
Reggie Doherty	Male	1872	1900 Summer Olympics	Tennis	Doubles, Handicap, Men	Olympic (non-medal)	André Prévost	=5		Great Britain
Reggie Doherty	Male	1872	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	George Hillyard	1	Gold	Great Britain
Desmond Douglas	Male	1955	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=9		Great Britain
Desmond Douglas	Male	1955	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Sky Andrew	=9		Great Britain
Wilberforce Eaves	Male	1867	1908 Summer Olympics	Tennis	Singles, Men	Olympic		3	Bronze	Great Britain
Wilberforce Eaves	Male	1867	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	George Ball-Greene	DNS		Great Britain
Wilberforce Eaves	Male	1867	1908 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		4		Great Britain
Wilberforce Eaves	Male	1867	1908 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	George Hillyard	5		Great Britain
Lionel Escombe	Male	1876	1908 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		7		Great Britain
Lionel Escombe	Male	1876	1908 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	Josiah Ritchie	4		Great Britain
Anne Gibson	Female	1968	1996 Summer Olympics	Badminton	Singles, Women	Olympic		=33		Great Britain
Brian Gilbert	Male	1887	1924 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Great Britain
Brian Gilbert	Male	1887	1924 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Kitty McKane	4		Great Britain
Leslie Godfree	Male	1885	1924 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Phyllis Covell	=5		Great Britain
Leslie Godfree	Male	1885	1924 Summer Olympics	Tennis	Doubles, Men	Olympic	Max Woosnam	=29		Great Britain
Andy Goode	Male	1960	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Chris Hunt	=9		Great Britain
Arthur Wentworth Gore	Male	1868	1908 Summer Olympics	Tennis	Singles, Men	Olympic		DNS		Great Britain
Arthur Wentworth Gore	Male	1868	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	Roper Barrett	DNS		Great Britain
Arthur Wentworth Gore	Male	1868	1908 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		1	Gold	Great Britain
Arthur Wentworth Gore	Male	1868	1908 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	Roper Barrett	1	Gold	Great Britain
Arthur Wentworth Gore	Male	1868	1912 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		=9		Great Britain
Arthur Wentworth Gore	Male	1868	1912 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	Roper Barrett	4		Great Britain
Darren Hall	Male	1965	1992 Summer Olympics	Badminton	Singles, Men	Olympic		=17		Great Britain
Darren Hall	Male	1965	1996 Summer Olympics	Badminton	Singles, Men	Olympic		=17		Great Britain
Darren Hall	Male	1965	1996 Summer Olympics	Badminton	Doubles, Men	Olympic	Peter Knowles	=17		Great Britain
Tim Henman	Male	1974	1996 Summer Olympics	Tennis	Singles, Men	Olympic		=17		Great Britain
Tim Henman	Male	1974	1996 Summer Olympics	Tennis	Doubles, Men	Olympic	Neil Broad	2	Silver	Great Britain
Tim Henman	Male	1974	2000 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Great Britain
Tim Henman	Male	1974	2004 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Great Britain
George Hillyard	Male	1864	1908 Summer Olympics	Tennis	Singles, Men	Olympic		DNS		Great Britain
George Hillyard	Male	1864	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	Reggie Doherty	1	Gold	Great Britain
George Hillyard	Male	1864	1908 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	Wilberforce Eaves	5		Great Britain
Chris Hunt	Male	1968	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Andy Goode	=9		Great Britain
Chris Hunt	Male	1968	1996 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Joanne Muggeridge	=17		Great Britain
Chris Hunt	Male	1968	1996 Summer Olympics	Badminton	Doubles, Men	Olympic	Simon Archer	=5		Great Britain
Chris Hunt	Male	1968	2000 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Donna Kellogg	=17		Great Britain
Algernon Kingscote	Male	1888	1924 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Great Britain
Algernon Kingscote	Male	1888	1924 Summer Olympics	Tennis	Doubles, Men	Olympic	Patrick Wheatley	=29		Great Britain
Peter Knowles	Male	1969	1996 Summer Olympics	Badminton	Singles, Men	Olympic		=17		Great Britain
Peter Knowles	Male	1969	1996 Summer Olympics	Badminton	Doubles, Men	Olympic	Darren Hall	=17		Great Britain
Peter Knowles	Male	1969	2000 Summer Olympics	Badminton	Singles, Men	Olympic		=17		Great Britain
Peter Knowles	Male	1969	2000 Summer Olympics	Badminton	Doubles, Men	Olympic	Julian Robertson	=9		Great Britain
Arthur Lowe	Male	1886	1912 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		=5		Great Britain
Arthur Lowe	Male	1886	1912 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	Gordon Lowe	=5		Great Britain
Gordon Lowe	Male	1884	1912 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		4		Great Britain
Gordon Lowe	Male	1884	1912 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	Arthur Lowe	=5		Great Britain
Gordon Lowe	Male	1884	1920 Summer Olympics	Tennis	Singles, Men	Olympic		=5		Great Britain
Gordon Lowe	Male	1884	1920 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Dorothy Holman	=14		Great Britain
Gordon Lowe	Male	1884	1920 Summer Olympics	Tennis	Doubles, Men	Olympic	Alfred Beamish	=17		Great Britain
Harold Mahony	Male	1867	1900 Summer Olympics	Tennis	Singles, Men	Olympic		2	Silver	Great Britain
Harold Mahony	Male	1867	1900 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Yvonne Prévost	2	Silver	Great Britain
Harold Mahony	Male	1867	1900 Summer Olympics	Tennis	Doubles, Men	Olympic	Arthur Norris	=3	Bronze	Great Britain
Harold Mahony	Male	1867	1900 Summer Olympics	Tennis	Singles, Handicap, Men	Olympic (non-medal)		3		Great Britain
Harold Mahony	Male	1867	1900 Summer Olympics	Tennis	Doubles, Handicap, Men	Olympic (non-medal)	Charles Sands	=5		Great Britain
Theodore Mavrogordato	Male	1883	1912 Summer Olympics	Tennis	Doubles, Covered Courts, Mixed	Olympic	Mabel Parton	=5		Great Britain
Theodore Mavrogordato	Male	1883	1912 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		=9		Great Britain
Theodore Mavrogordato	Male	1883	1912 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	George Caridia	=7		Great Britain
Anders Nielsen	Male	1967	1992 Summer Olympics	Badminton	Singles, Men	Olympic		=33		Great Britain
Arthur Norris	Male		1900 Summer Olympics	Tennis	Singles, Men	Olympic		=3	Bronze	Great Britain
Arthur Norris	Male		1900 Summer Olympics	Tennis	Doubles, Men	Olympic	Harold Mahony	=3	Bronze	Great Britain
James Parke	Male	1881	1908 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Great Britain
James Parke	Male	1881	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	Josiah Ritchie	2	Silver	Great Britain
Nick Ponting	Male	1966	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Dave Wright	=9		Great Britain
Nick Ponting	Male	1966	1996 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Joanne Wright	=9		Great Britain
Nick Ponting	Male	1966	1996 Summer Olympics	Badminton	Doubles, Men	Olympic	Julian Robertson	=17		Great Britain
Carl Prean	Male	1967	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=25		Great Britain
Carl Prean	Male	1967	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Alan Cooke	=13		Great Britain
Carl Prean	Male	1967	1992 Summer Olympics	Table Tennis	Singles, Men	Olympic		=9		Great Britain
Carl Prean	Male	1967	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Alan Cooke	=9		Great Britain
Carl Prean	Male	1967	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=33		Great Britain
Josiah Ritchie	Male	1870	1908 Summer Olympics	Tennis	Singles, Men	Olympic		1	Gold	Great Britain
Josiah Ritchie	Male	1870	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	James Parke	2	Silver	Great Britain
Josiah Ritchie	Male	1870	1908 Summer Olympics	Tennis	Singles, Covered Courts, Men	Olympic		3	Bronze	Great Britain
Josiah Ritchie	Male	1870	1908 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	Lionel Escombe	4		Great Britain
Julian Robertson	Male	1969	1996 Summer Olympics	Badminton	Singles, Men	Olympic		=33		Great Britain
Julian Robertson	Male	1969	1996 Summer Olympics	Badminton	Doubles, Men	Olympic	Nick Ponting	=17		Great Britain
Julian Robertson	Male	1969	2000 Summer Olympics	Badminton	Doubles, Men	Olympic	Peter Knowles	=9		Great Britain
Greg Rusedski	Male	1973	1996 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Great Britain
Greg Rusedski	Male	1973	2000 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Great Britain
George Simond	Male	1867	1908 Summer Olympics	Tennis	Doubles, Covered Courts, Men	Olympic	George Caridia	2	Silver	Great Britain
Matthew Syed	Male	1970	1992 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Great Britain
Matthew Syed	Male	1970	2000 Summer Olympics	Table Tennis	Singles, Men	Olympic		=33		Great Britain
Noel Turnbull	Male	1890	1920 Summer Olympics	Tennis	Singles, Men	Olympic		4		Great Britain
Noel Turnbull	Male	1890	1920 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Winifred McNair	=14		Great Britain
Noel Turnbull	Male	1890	1920 Summer Olympics	Tennis	Doubles, Men	Olympic	Max Woosnam	1	Gold	Great Britain
Archibald Warden	Male	1869	1900 Summer Olympics	Tennis	Singles, Men	Olympic		=5		Great Britain
Archibald Warden	Male	1869	1900 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Hedwig Rosenbaum	=3	Bronze	Great Britain
Archibald Warden	Male	1869	1900 Summer Olympics	Tennis	Doubles, Men	Olympic	Charles Sands	=5		Great Britain
Archibald Warden	Male	1869	1900 Summer Olympics	Tennis	Doubles, Handicap, Men	Olympic (non-medal)	Pierre Verdé-Delisle	2		Great Britain
Patrick Wheatley	Male	1899	1924 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Great Britain
Patrick Wheatley	Male	1899	1924 Summer Olympics	Tennis	Doubles, Men	Olympic	Algernon Kingscote	=29		Great Britain
Chris Wilkinson	Male	1970	1992 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Great Britain
Chris Wilkinson	Male	1970	1992 Summer Olympics	Tennis	Doubles, Men	Olympic	Andrew Castle	=17		Great Britain
Max Woosnam	Male	1892	1920 Summer Olympics	Tennis	Singles, Men	Olympic		=17		Great Britain
Max Woosnam	Male	1892	1920 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Kitty McKane	2	Silver	Great Britain
Max Woosnam	Male	1892	1920 Summer Olympics	Tennis	Doubles, Men	Olympic	Noel Turnbull	1	Gold	Great Britain
Max Woosnam	Male	1892	1924 Summer Olympics	Tennis	Singles, Men	Olympic		=17		Great Britain
Max Woosnam	Male	1892	1924 Summer Olympics	Tennis	Doubles, Men	Olympic	Leslie Godfree	=29		Great Britain
Dave Wright	Male	1965	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Nick Ponting	=9		Great Britain
Steffi Graf	Female	1969	1984 Summer Olympics	Tennis	Singles, Women	Olympic (non-medal)		1		West Germany
Steffi Graf	Female	1969	1988 Summer Olympics	Tennis	Singles, Women	Olympic		1	Gold	West Germany
Steffi Graf	Female	1969	1988 Summer Olympics	Tennis	Doubles, Women	Olympic	Claudia Kohde-Kilsch	=3	Bronze	West Germany
Steffi Graf	Female	1969	1992 Summer Olympics	Tennis	Singles, Women	Olympic		2	Silver	Germany
Steffi Graf	Female	1969	1992 Summer Olympics	Tennis	Doubles, Women	Olympic	Anke Huber	=9		Germany
Sylvia Hanika	Female	1959	1988 Summer Olympics	Tennis	Singles, Women	Olympic		=9		West Germany
Anke Huber	Female	1974	1992 Summer Olympics	Tennis	Singles, Women	Olympic		=5		Germany
Anke Huber	Female	1974	1992 Summer Olympics	Tennis	Doubles, Women	Olympic	Steffi Graf	=9		Germany
Anke Huber	Female	1974	1996 Summer Olympics	Tennis	Singles, Women	Olympic		=9		Germany
Claudia Kohde-Kilsch	Female	1963	1988 Summer Olympics	Tennis	Singles, Women	Olympic		=17		West Germany
Claudia Kohde-Kilsch	Female	1963	1988 Summer Olympics	Tennis	Doubles, Women	Olympic	Steffi Graf	=3	Bronze	West Germany
Dora Köring	Female	1880	1912 Summer Olympics	Tennis	Singles, Women	Olympic		2	Silver	Germany
Dora Köring	Female	1880	1912 Summer Olympics	Tennis	Doubles, Mixed	Olympic	Heinrich Schomburgk	1	Gold	Germany
Olga Nemes	Female	1968	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		=9		West Germany
Olga Nemes	Female	1968	1988 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Katja Nolten	=9		West Germany
Olga Nemes	Female	1968	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Germany
Olga Nemes	Female	1968	1996 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Germany
Olga Nemes	Female	1968	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Jie Schöpp	=9		Germany
Katja Nolten	Female	1970	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		=25		West Germany
Katja Nolten	Female	1970	1988 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Olga Nemes	=9		West Germany
Barbara Rittner	Female	1973	1992 Summer Olympics	Tennis	Singles, Women	Olympic		=9		Germany
Elke Schall-Wosik	Female	1973	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=33		Germany as Elke Schall
Elke Schall-Wosik	Female	1973	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Nicole Struse	=9		Germany as Elke Schall
Elke Schall-Wosik	Female	1973	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Nicole Struse	=9		Germany as Elke Schall
Elke Schall-Wosik	Female	1973	2000 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Nicole Struse	=9		Germany as Elke Schall
Elke Schall-Wosik	Female	1973	2004 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Germany as Elke Wosik
Elke Schall-Wosik	Female	1973	2004 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Nicole Struse	=17		Germany as Elke Wosik
Elke Schall-Wosik	Female	1973	2008 Summer Olympics	Table Tennis	Singles, Women	Olympic		=33		Germany as Elke Schall
Elke Schall-Wosik	Female	1973	2008 Summer Olympics	Table Tennis	Team, Women	Olympic	Germany	=9		Germany as Elke Schall
Katrin Schmidt	Female	1967	1992 Summer Olympics	Badminton	Singles, Women	Olympic		=17		Germany
Katrin Schmidt	Female	1967	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Kerstin Ubben	=9		Germany
Katrin Schmidt	Female	1967	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Kerstin Ubben	=9		Germany
Jie Schöpp	Female	1968	1996 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Germany
Jie Schöpp	Female	1968	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Olga Nemes	=9		Germany
Jie Schöpp	Female	1968	2000 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Germany
Jie Schöpp	Female	1968	2000 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Qianhong Gotsch	=9		Germany
Jie Schöpp	Female	1968	2004 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Germany
Karen Stechmann	Female	1971	1996 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Michael Keck	=17		Germany
Karen Stechmann	Female	1971	2000 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Björn Siegemund	=17		Germany
Karen Stechmann	Female	1971	2000 Summer Olympics	Badminton	Doubles, Women	Olympic	Nicole Grether	=9		Germany
Nicole Struse	Female	1971	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Elke Schall	=9		Germany
Nicole Struse	Female	1971	1996 Summer Olympics	Table Tennis	Singles, Women	Olympic		=5		Germany
Nicole Struse	Female	1971	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Elke Schall	=9		Germany
Nicole Struse	Female	1971	2000 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Elke Schall	=9		Germany
Nicole Struse	Female	1971	2004 Summer Olympics	Table Tennis	Singles, Women	Olympic		=33		Germany
Nicole Struse	Female	1971	2004 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Elke Wosik	=17		Germany
Kerstin Ubben	Female	1968	1992 Summer Olympics	Badminton	Singles, Women	Olympic		=33		Germany
Kerstin Ubben	Female	1968	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Katrin Schmidt	=9		Germany
Kerstin Ubben	Female	1968	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Katrin Schmidt	=9		Germany
Boris Becker	Male	1967	1992 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Germany
Boris Becker	Male	1967	1992 Summer Olympics	Tennis	Doubles, Men	Olympic	Michael Stich	1	Gold	Germany
Georg Böhm	Male	1962	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		West Germany
Georg Böhm	Male	1962	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Jürgen Rebel	=21		West Germany
Steffen Fetzner	Male	1968	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Jörg Roßkopf	=9		West Germany
Steffen Fetzner	Male	1968	1992 Summer Olympics	Table Tennis	Singles, Men	Olympic		=9		Germany
Steffen Fetzner	Male	1968	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Jörg Roßkopf	2	Silver	Germany
Steffen Fetzner	Male	1968	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Jörg Roßkopf	4		Germany
Peter Franz	Male	1971	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Germany
Peter Franz	Male	1971	2000 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Germany
Stefan Frey	Male	1959	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Stephan Kuhl	=17		Germany
Otto Froitzheim	Male	1884	1908 Summer Olympics	Tennis	Singles, Men	Olympic		2	Silver	Germany
Otto Froitzheim	Male	1884	1908 Summer Olympics	Tennis	Doubles, Men	Olympic	Heinrich Schomburgk	=7		Germany
Otto Froitzheim	Male	1884	1912 Summer Olympics	Tennis	Singles, Men	Olympic		DNS		Germany
Otto Froitzheim	Male	1884	1912 Summer Olympics	Tennis	Doubles, Men	Olympic	Oskar Kreuzer	DNS		Germany
Marc-Kevin Goellner	Male	1970	1996 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Germany
Marc-Kevin Goellner	Male	1970	1996 Summer Olympics	Tennis	Doubles, Men	Olympic	David Prinosil	3	Bronze	Germany
