Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
Fritiof Svensson	Male	1896	1924 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		5		Sweden
Gerry Svensson	Male	1958	1984 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC		Sweden
Gottfrid Svensson	Male	1889	1912 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC r4/8		Sweden
Gottfrid Svensson	Male	1889	1920 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC r2/5		Sweden
Gottfrid Svensson	Male	1889	1920 Summer Olympics	Wrestling	Lightweight, Freestyle, Men	Olympic		2	Silver	Sweden
Lennart Svensson	Male	1950	1972 Summer Olympics	Wrestling	Light-Flyweight, Greco-Roman, Men	Olympic		AC		Sweden
Per Svensson	Male	1943	1964 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		2	Silver	Sweden
Per Svensson	Male	1943	1968 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		4		Sweden
Per Svensson	Male	1943	1972 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		AC		Sweden
Ragnar Svensson	Male	1934	1960 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		8		Sweden
Ragnar Svensson	Male	1934	1964 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		5		Sweden
Ragnar Svensson	Male	1934	1968 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		4		Sweden
Roland Svensson	Male	1945	1968 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		AC		Sweden
Rudolf Svensson	Male	1899	1924 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		2	Silver	Sweden
Rudolf Svensson	Male	1899	1924 Summer Olympics	Wrestling	Light-Heavyweight, Freestyle, Men	Olympic		2	Silver	Sweden
Rudolf Svensson	Male	1899	1928 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		1	Gold	Sweden
Rudolf Svensson	Male	1899	1932 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		1	Gold	Sweden
Roger Tallroth	Male	1960	1984 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		2	Silver	Sweden
Roger Tallroth	Male	1960	1988 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		7		Sweden
Herman Tuvesson	Male	1902	1932 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		AC		Sweden
Herman Tuvesson	Male	1902	1936 Summer Olympics	Wrestling	Bantamweight, Freestyle, Men	Olympic		4		Sweden
Edvin Vesterby	Male	1927	1952 Summer Olympics	Wrestling	Bantamweight, Freestyle, Men	Olympic		4		Sweden
Edvin Vesterby	Male	1927	1956 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		2	Silver	Sweden
Edvin Vesterby	Male	1927	1960 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		4		Sweden
Edvin Vesterby	Male	1927	1960 Summer Olympics	Wrestling	Bantamweight, Freestyle, Men	Olympic		15		Sweden
Bror Vingren	Male	1906	1932 Summer Olympics	Wrestling	Bantamweight, Freestyle, Men	Olympic		AC		Sweden
Carl Westergren	Male	1895	1920 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		1	Gold	Sweden
Carl Westergren	Male	1895	1924 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		1	Gold	Sweden
Carl Westergren	Male	1895	1924 Summer Olympics	Wrestling	Light-Heavyweight, Freestyle, Men	Olympic		=6		Sweden
Carl Westergren	Male	1895	1928 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		17		Sweden
Carl Westergren	Male	1895	1932 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		1	Gold	Sweden
Frans Westergren	Male	1914	1948 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		6		Sweden
Nils Åkerlindh	Male	1913	1936 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		4		Sweden
Bruno Åkesson	Male	1887	1912 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC r2/8		Sweden
Erik Öberg	Male	1889	1912 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC r7/8		Sweden
Arvid Östman	Male	1902	1924 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		=17		Sweden
Ahmad Al-Aosta	Male	1968	1992 Summer Olympics	Wrestling	Lightweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Ahmad Al-Aosta	Male	1968	1996 Summer Olympics	Wrestling	Lightweight, Freestyle, Men	Olympic		8		Syrian Arab Republic
Zouheir Al-Balah	Male	1967	1988 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Khaled El-Farej	Male	1970	1988 Summer Olympics	Wrestling	Light-Flyweight, Greco-Roman, Men	Olympic		5		Syrian Arab Republic
Khaled El-Farej	Male	1970	1992 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Khaled El-Farej	Male	1970	1996 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		15		Syrian Arab Republic
Mohamed El-Messouti	Male	1963	1988 Summer Olympics	Wrestling	Light-Flyweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Ahmad Al-Shamy	Male	1965	1988 Summer Olympics	Wrestling	Light-Heavyweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Dennis Atiyeh	Male	1963	1988 Summer Olympics	Wrestling	Super-Heavyweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Joseph Atiyeh	Male	1957	1984 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		2	Silver	Syrian Arab Republic
Mahmoud Balah	Male	1942	1968 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Ahmed Charour	Male		1968 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Ahmad Dahrouj	Male	1952	1980 Summer Olympics	Wrestling	Flyweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Youssef Diba	Male	1948	1980 Summer Olympics	Wrestling	Super-Heavyweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Khaled El-Khaled	Male	1951	1980 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Mahmoud El-Messouti	Male	1960	1980 Summer Olympics	Wrestling	Bantamweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Abdel Nasser El-Oulabi	Male	1959	1980 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		8		Syrian Arab Republic
Mohamed El-Oulabi	Male	1951	1980 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		7		Syrian Arab Republic
Mohamed El-Oulabi	Male	1951	1980 Summer Olympics	Wrestling	Middleweight, Freestyle, Men	Olympic		8		Syrian Arab Republic
Khaled El-Ali El-Rifai	Male	1955	1980 Summer Olympics	Wrestling	Light-Flyweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Saleh El-Said	Male	1950	1980 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Mohieddin El-Sas	Male	1950	1972 Summer Olympics	Wrestling	Light-Flyweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Bani Merje Fawaz	Male	1950	1980 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Mohamed Hassoun	Male	1968	1992 Summer Olympics	Wrestling	Light-Flyweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Zouheir Hory	Male	1966	1988 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Jawdat Jabra	Male	1948	1980 Summer Olympics	Wrestling	Super-Heavyweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Radwan Karout	Male	1950	1980 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		7		Syrian Arab Republic
Adnan Kudmani	Male	1957	1980 Summer Olympics	Wrestling	Featherweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Atef Mahayri	Male	1952	1980 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Jamal Moughrabi	Male	1957	1980 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Mohamed Moutei Nakdali	Male	1962	1980 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Mohamed Moutei Nakdali	Male	1962	1984 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		6		Syrian Arab Republic
Saber Nakdali	Male	1960	1980 Summer Olympics	Wrestling	Light-Flyweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Fawzi Salloum	Male	1943	1972 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		AC		Syrian Arab Republic
Mazen Tuleimat	Male	1952	1980 Summer Olympics	Wrestling	Lightweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Amar Wattar	Male	1967	1988 Summer Olympics	Wrestling	Lightweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Mohamed Zayar	Male	1964	1984 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Mohamed Zayar	Male	1964	1988 Summer Olympics	Wrestling	Middleweight, Freestyle, Men	Olympic		AC		Syrian Arab Republic
Mikuláš Athanasov	Male	1930	1952 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		3	Bronze	Czechoslovakia
Jan Balej	Male	1893	1912 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC r6/8		Bohemia
Jan Balej	Male	1893	1920 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		AC r3/5		Czechoslovakia
Josef Beránek	Male	1891	1912 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC r4/8		Bohemia
Josef Beránek	Male	1891	1920 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC r3/5		Czechoslovakia
Josef Beránek	Male	1891	1924 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		=13		Czechoslovakia
Jan Bozděch	Male	1904	1924 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		=13		Czechoslovakia
Václav Brdek	Male	1913	1936 Summer Olympics	Wrestling	Lightweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Lubomír David	Male	1964	1988 Summer Olympics	Wrestling	Super-Heavyweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Petr Drozda	Male	1952	1976 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		4		Czechoslovakia
Oldřich Dvořák	Male	1953	1980 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		6		Czechoslovakia
František Dyršmíd	Male	1901	1924 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		=13		Czechoslovakia
Josef Engel	Male	1942	1968 Summer Olympics	Wrestling	Featherweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Josef Engel	Male	1942	1972 Summer Olympics	Wrestling	Lightweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Karel Engel	Male	1940	1972 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		AC		Czechoslovakia
František Hala	Male	1905	1928 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		6		Czechoslovakia
Karel Halík	Male	1883	1906 Intercalated Games	Wrestling	Lightweight, Greco-Roman, Men	Intercalated		=4		Bohemia
Karel Halík	Male	1883	1908 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		=17		Bohemia
Karel Halík	Male	1883	1912 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC r3/8		Bohemia
Karel Halík	Male	1883	1920 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC r2/5		Czechoslovakia
Jozef Herda	Male	1910	1936 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		2	Silver	Czechoslovakia
Josef Huml	Male	1880	1920 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		AC r2/5		Czechoslovakia
Ferdinand Hýža	Male	1910	1936 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
František Janda	Male	1910	1936 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Tibor Jankovics	Male	1960	1988 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		6		Czechoslovakia
Miroslav Janota	Male	1948	1972 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		4		Czechoslovakia
Miroslav Janota	Male	1948	1976 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		5		Czechoslovakia
Miroslav Janota	Male	1948	1980 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		8		Czechoslovakia
Antonín Jelínek	Male	1956	1980 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		5		Czechoslovakia
Dan Karabin	Male	1955	1976 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Dan Karabin	Male	1955	1980 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		3	Bronze	Czechoslovakia
Josef Klapuch	Male	1906	1936 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Josef Klapuch	Male	1906	1936 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		2	Silver	Czechoslovakia
Petr Kment	Male	1942	1964 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		4		Czechoslovakia
Petr Kment	Male	1942	1968 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		3	Bronze	Czechoslovakia
Petr Kment	Male	1942	1972 Summer Olympics	Wrestling	Super-Heavyweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
František Kocián	Male		1920 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		AC r2/5		Czechoslovakia
František Kopřiva	Male	1892	1912 Summer Olympics	Wrestling	Middleweight B, Greco-Roman, Men	Olympic		AC r2/7		Bohemia
František Kopřiva	Male	1892	1920 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC r2/5		Czechoslovakia
Jiří Kormaník	Male	1935	1960 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		9		Czechoslovakia
Jiří Kormaník	Male	1935	1964 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		2	Silver	Czechoslovakia
Jiří Kormaník	Male	1935	1968 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
František Kratochvíl	Male	1904	1924 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		=5		Czechoslovakia
František Kratochvíl	Male	1904	1928 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		=9		Czechoslovakia
Jan Kraus	Male		1920 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		AC r1/5		Czechoslovakia
Josef Krysta	Male	1956	1976 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		8		Czechoslovakia
Josef Krysta	Male	1956	1980 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		6		Czechoslovakia
Bohumil Kubát	Male	1935	1960 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		3	Bronze	Czechoslovakia
Bohumil Kubát	Male	1935	1964 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		4		Czechoslovakia
Karel Kváček	Male	1912	1936 Summer Olympics	Wrestling	Featherweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Miroslav Luberda	Male	1963	1988 Summer Olympics	Wrestling	Super-Heavyweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Vítězslav Mácha	Male	1948	1968 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Vítězslav Mácha	Male	1948	1972 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		1	Gold	Czechoslovakia
Vítězslav Mácha	Male	1948	1976 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		2	Silver	Czechoslovakia
Vítězslav Mácha	Male	1948	1980 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		6		Czechoslovakia
Dušan Masár	Male	1962	1988 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Karel Matoušek	Male	1928	1960 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		4		Czechoslovakia
Jindřich Maudr	Male	1906	1928 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		2	Silver	Czechoslovakia
Jindřich Maudr	Male	1906	1932 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
František Mráček	Male	1914	1936 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Miroslav Musil	Male	1950	1972 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Jan Neckář	Male	1946	1972 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Antonín Nič	Male	1905	1936 Summer Olympics	Wrestling	Bantamweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Jozef Palatinus	Male	1969	1992 Summer Olympics	Wrestling	Light-Heavyweight, Freestyle, Men	Olympic		AC		Czechoslovakia
František Pražský	Male	1901	1924 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		=15		Czechoslovakia
Josef Přibyl	Male	1904	1936 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Hubert Prokop	Male	1909	1936 Summer Olympics	Wrestling	Light-Heavyweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Oldřich Pštros	Male	1903	1924 Summer Olympics	Wrestling	Middleweight, Greco-Roman, Men	Olympic		=9		Czechoslovakia
Milan Revický	Male	1965	1992 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		AC		Czechoslovakia
František Řezáč	Male	1898	1920 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC r1/5		Czechoslovakia
František Řezáč	Male	1898	1924 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		=13		Czechoslovakia
Josef Růžička	Male	1925	1948 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Josef Růžička	Male	1925	1948 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		=5		Czechoslovakia
Josef Růžička	Male	1925	1952 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		2	Silver	Czechoslovakia
Josef Růžička	Male	1925	1952 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Alois Samec	Male	1906	1936 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Jozef Schwendtner	Male	1963	1988 Summer Olympics	Wrestling	Bantamweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Vladislav Sekal	Male	1930	1952 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Vladislav Sekal	Male	1930	1952 Summer Olympics	Wrestling	Welterweight, Freestyle, Men	Olympic		=5		Czechoslovakia
Antonín Skopový	Male	1902	1924 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		=13		Czechoslovakia
Juraj Štěch	Male	1968	1992 Summer Olympics	Wrestling	Super-Heavyweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Jan Stehlík	Male		1948 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Július Strnisko	Male	1958	1980 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		3	Bronze	Czechoslovakia
Július Strnisko	Male	1958	1988 Summer Olympics	Wrestling	Heavyweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Josef Struna	Male		1920 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		AC r1/5		Czechoslovakia
Jiří Švec	Male	1935	1960 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		=5		Czechoslovakia
Jiří Švec	Male	1935	1964 Summer Olympics	Wrestling	Bantamweight, Greco-Roman, Men	Olympic		4		Czechoslovakia
Jiří Švec	Male	1935	1968 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Jaroslav Sysel	Male	1908	1936 Summer Olympics	Wrestling	Middleweight, Freestyle, Men	Olympic		5		Czechoslovakia
František Tázler	Male	1898	1920 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		AC r2/5		Czechoslovakia
František Tázler	Male	1898	1924 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		=12		Czechoslovakia
Vojtech Tóth	Male	1938	1960 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		=6		Czechoslovakia
Václav Tuhý	Male		1948 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Stanislav Tůma	Male	1948	1972 Summer Olympics	Wrestling	Featherweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Josef Urban	Male	1899	1928 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		5		Czechoslovakia
Josef Urban	Male	1899	1932 Summer Olympics	Wrestling	Heavyweight, Greco-Roman, Men	Olympic		2	Silver	Czechoslovakia
Josef Vávra	Male		1928 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		=8		Czechoslovakia
Vladimír Vávra	Male	1905	1928 Summer Olympics	Wrestling	Lightweight, Greco-Roman, Men	Olympic		5		Czechoslovakia
Jindřich Vavrla	Male	1967	1992 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Michal Vejsada	Male	1960	1980 Summer Olympics	Wrestling	Featherweight, Greco-Roman, Men	Olympic		8		Czechoslovakia
Oldřich Vlasák	Male	1949	1972 Summer Olympics	Wrestling	Super-Heavyweight, Freestyle, Men	Olympic		AC		Czechoslovakia
Josef Zeman	Male	1925	1952 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Miroslav Zeman	Male	1946	1968 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		3	Bronze	Czechoslovakia
Miroslav Zeman	Male	1946	1972 Summer Olympics	Wrestling	Flyweight, Greco-Roman, Men	Olympic		=4		Czechoslovakia
Karel Zvonař	Male	1912	1936 Summer Olympics	Wrestling	Welterweight, Greco-Roman, Men	Olympic		AC		Czechoslovakia
Raul Dgvareli	Male	1965	1996 Summer Olympics	Wrestling	Super-Heavyweight, Greco-Roman, Men	Olympic		9		Tajikistan
Rozy Redzhepov	Male	1969	1996 Summer Olympics	Wrestling	Light-Heavyweight, Greco-Roman, Men	Olympic		12		Turkmenistan
Chi Man-Hsien	Male	1968	1988 Summer Olympics	Wrestling	Middleweight, Freestyle, Men	Olympic		AC		Chinese Taipei
Hour Jiunn-Yih	Male	1967	1988 Summer Olympics	Wrestling	Light-Flyweight, Freestyle, Men	Olympic		AC		Chinese Taipei
Huang Chien-Lung	Male	1970	1988 Summer Olympics	Wrestling	Featherweight, Freestyle, Men	Olympic		AC		Chinese Taipei
